     922.600037     937.900024       1.000000      15.299988
     981.250000    1269.400024       2.000000     288.150024
    1435.150024    1453.000000       3.000000      17.849976
    1488.700073    1552.450073       4.000000      63.750000
    1593.250000    1746.250000       5.000000     153.000000
    1787.050049    1810.000000       6.000000      22.949951
    1894.150024    1904.349976       7.000000      10.199951
    1960.450073    1996.150024       8.000000      35.699951
    2001.250000    2019.099976       9.000000      17.849976
    3225.250000    3347.650146      10.000000     122.400146
    3373.150146    3424.150146      11.000000      51.000000
    3447.100098    3559.300049      12.000000     112.199951
    3595.000000    3676.600098      13.000000      81.600098
    3707.199951    3827.050049      14.000000     119.850098
